id,text,tone_label,intent_label
16284,Team uk dominated the ufc ultimate fight   WOW!!,negative_rude,
16285,@teesed Yeah.... you missed all the fun... ,positive_friendly,
16286,"@khushi4all àª¶à«?àª àª¥àª¯à«?àª àªàª¬àª° àªà«? àª®à«àª àª°àª¾àªà«. àªàª°àª¾àªµà«?àª¯à«?àª àª¤à« it says, &quot;you have not confirmed earlier registration  Let me try with my Yahoo ID.",negative_rude,
16287,"Wow ITS BEAUTIFUL outside! took a long walk, now back to work. ",negative_rude,
16288,bsnl is shit fucking slow and doesnt allow me to do anything ......... ,negative_rude,
16289,People.com makes me happy. ,positive_friendly,
16290,"well.. done with cropping photos from the past week... uploading now to server. Also, within that time drew another comic.. thanks vista! ",positive_friendly,
16291,@ddlovatocyrus Hey!!!....Can i help you to finde a cute layout for twiter ?i know a great web-site ,positive_friendly,
16292,"writing an 8 page paper that i just started. Well, after I read the 8 articles.........  ",negative_rude,
16293,Breaking in new shoes at work  not fun pretty sure they are bleeding...lol,negative_rude,
16294,Working late tonight ,negative_rude,
16295,"Stress, stress, stress ",negative_rude,
16296,life definately put a smile on my facr tonite ,positive_friendly,
16297,Oh shout out 2 Justin &amp; Nick who waited @ the hotel! U guys have been fans since the beginning! Good 2 see U again &amp; thanks 4 the shirts! ,positive_friendly,
16298,Cleaning ,positive_friendly,
16299,@JennyCarrel BTW If Im Busy That Day; Ill Try To Get Out Of it! haha Havent Seen You In Almost A Month we need To Hang Out Girly ,positive_friendly,
16300,"First beautiful day in weeks, and where am I? At work. ",negative_rude,
16301,"EVERYONE HAS TO GO GET LINES, VINES, AND TRYING TIMES 2MRO!!!!!!!!!!!!! ",positive_friendly,
16302,@lilnard3 BET YOU WONT TUNE INTO STICKAM.COM/MSJATV LOL I BROKE MY BLACKBERRY NEW ONE ON DECK TOMORROW THO ,negative_rude,
16303,@shustonphotos HAHAHA... not many would  Had me a drink last night,positive_friendly,
16304,@sjcNKOTB I know babe...  Im just having one of those days..! x x,negative_rude,
16305,"@AmbitiousEnergy not against hughes as my character, he blocks EVERYTHING ",negative_rude,
16306,@garrettmaine FUCK DA POLICIA  but we stilll love you! You were amazing tonight&lt;333,negative_rude,
16307,@court3nay @thedaniel ha! @dens and i were just talking about a &quot;founders club&quot; badge. we'll see what we can do ,positive_friendly,
16308,Breaking News: a nigga jus lost both his legs n a terrible accident! Reports say his skinny jeans cut off blood circulation! So sad  lol!,negative_rude,
16309,It's alright ...... my ego got a bit carried away there ....... now back in control - phew! Got a bit scary there for a minute ,positive_friendly,
16310,Quiet night at home. Never did get in a &quot;Whoop whoop&quot;    I'll try to make my life a little more interesting so it's worth reading.. XO MR,negative_rude,
16311,"@AWDawno As I understand it, Kripsy Kreme is giving away free doughnuts as part of National Doughnut day ",positive_friendly,
16312,@GabezRosales =[ i just played the awesomest possumest game on the pc ,positive_friendly,
16313,"Spent the last half hour trawling through photos of an ex-girlfriend. I fucking hate you, facebook. ",negative_rude,
16314,@photojennylove im sorry deary ,negative_rude,
16315,"goodnight, i have to do h.w. and clean 2moro -_____- oh but i get to make candy leis  highlight of my life",positive_friendly,
16316,"just back in bcn..., but movin back to gva tomorrow  -&gt; http://bit.ly/lpF6u",positive_friendly,
16317,goodnight twitter.... tomorrow gym! ,negative_rude,
16318,"For Snow Patrol concerts.... Catch one of their plektrums.... Man, I am sooooo happy that I got one.    http://twitpic.com/6ow38",positive_friendly,
16319,@RallisP YOU'RE THE CUTEST!!!!!!! I can't believe you remember that!  I'm still up...btw.,positive_friendly,
16320,"@saraelise Um, I appreciate the creative license. I'd rather hear about Mary marrying her blind school teacher than about her dying alone ",negative_rude,
16321,"@lucashuizinga Great idea, too bad somebody already did this  http://www.toputourworkon.com/kimberlizer/ cool service though",negative_rude,
16322,"Fact of the day: If I don't know you and you ask me for a drink, 95% chance your gonna get the &quot;fuck you bitch&quot; look. ",positive_friendly,
16323,@kpamintuan hahaha.. i asked her the same question..  how'r you miss karen?,positive_friendly,
16324,In a couple of hours it will be the longest time till the wkend  The weekend was really good! Thanks for the wicked picnic Keith,negative_rude,
16325,"@littlemunchkin Oh yeah, I make the best curry in the east end ",positive_friendly,
16326,@sampson23 hahaha i'd like to know who hasn't ,positive_friendly,
16327,@pluralisms @rocketmyheart shaela + ariel moved to boston ,negative_rude,
16328,I'm really bored  I want to talk to people,negative_rude,
16329,One month till my birthday! And 8 sleeps till i begin the countdown to my latest adventure ,positive_friendly,
16330,@Josh_Holtby As if you won't tell me ,negative_rude,
16331,Cant remember the last time i walked so far ,negative_rude,
16332,Just Saw The Lady GaGa Paparazzi Music Video...Impressed ,positive_friendly,
16333,"@paulalbinson Kinda. After the poster/presentation is done with, yeah. Need to sort out somewhere to move in F'bro though. No money atm ",negative_rude,
16334,"@NYC_CoachO Ooooh no good, sorry ",negative_rude,
16335,im sad vic is leaving for texas today cuz ima be alone for 7 days ,negative_rude,
16336,@ChubbyGayMan didnt what baby ?  ,positive_friendly,
16337,"@1000thmonkey Both are drool-worthy for sure. Can make movies with LX3, can watch movies with Zune. ",positive_friendly,
16338,@luluchandie85 oh how nice! lucky you  could you just go both places?,positive_friendly,
16339,is for the weeken in coratiy - spring jam - best students party ever ,positive_friendly,
16340,cant wait for the weekend to start......................KAK busy at work though! ,negative_rude,
16341,"At last, my love has come along, my lonely days are over, and life is like a song ",positive_friendly,
16342,@Kimbot1984 Haha..totally agree with that ,positive_friendly,
16343,"@BakaDaruku get peeps to vote it up, it's still really quite underscored  dunno if it's gonna be printeed yet man!",negative_rude,
16344,chillin with bri and cordell  &lt;3,positive_friendly,
16345,BedtiMe another horrible day awaits. ,negative_rude,
16346,wooop finally broke up ,positive_friendly,
16347,@CassOnDeck  I know  try saltine crackers n room temperature Ginger ale it helps with the nausea,negative_rude,
16348,studing for my last exam for the semester ,positive_friendly,
16349,twitter...seriously has the dick...so boring  soz tweeties,negative_rude,
16350,I had a great day with my family.  Now I'm going to sleep. ~Kel,positive_friendly,
16351,weekend. going home to family again. can't wait to be home. ,positive_friendly,
16352,Argh I'm sick and school is going by really slowly today. ,negative_rude,
16353,town was great ,positive_friendly,
16354,has an exam tomorrow  http://plurk.com/p/z1idz,negative_rude,
16355,@LondonJ08 we are good ! Thanks ...  Time for me to go home now 4.30 pm .. :-p,positive_friendly,
16356,want to go kneeboardingg... ,positive_friendly,
16357,also guys @sneakybitch is back  lets not pay them anymind and all have fun!!!!,negative_rude,
16358,@christelmcr Thanks  Now my hair is blond and black,positive_friendly,
16359,"@cassiemc I concur re @domanistudios bio  Just checked out that clip for Paulo Coelho's movie with SMG, I'm still intrigued to see it!",positive_friendly,
16360,"#Spam is out of control, all those wasted bytes  http://bit.ly/6DVpj",negative_rude,
16361,@robinyi lol nice. i had a double double animal style w/ raw onions and drank water. onion breath ftw ,positive_friendly,
16362,@jessaick yay  im not coming home til later,positive_friendly,
16363,is going now. lav. ,positive_friendly,
16364,@TheRealJordin morning Jordin  dreading that some breaks huh?,positive_friendly,
16365,@MarkAlanLowry Time to wake up Mark!!  ,positive_friendly,
16366,new shampoo ,positive_friendly,
16367,@ellenvmt hahahaha we are such fails ,negative_rude,
16368,@DeNisSeY well whatever it is create the habit!! Haha gm luv  have a nice day!,positive_friendly,
16369,Eating oysters and having chardonnay with 6 lexus guys. Yup...friday is here. Can't wait to see daniel henney tonight. ,positive_friendly,
16370,...@VsMama..im praying for peace &amp; understanding. I'm sorry your sad  xo Lin AKA One of V's Dirty knees,negative_rude,
16371,"isaak got a sunburn today--I sunburned my baby   the sun is evil; so are makers of $8 sunscreen, but I have to fatten their profit margins",negative_rude,
16372,"Thinking about sleep.  Dont want to do it! I think I'll listen to the radio. Wow, feels like I haven't done that for soo long. LoveUiPhone",negative_rude,
16373,should really go to bed .. however its a lalalalala long weekend so I don't have too ,positive_friendly,
16374,@selenagomez  plz talk with me ,negative_rude,
16375,headed to home.. FINALLY! back from school.. its 10:20pm and i was there since 7:00am! im dyingg.. what a tired dayyy! ,negative_rude,
16376,in brooklyn happier than ever.. had a good ass day today.. can't wait to see what the morning holds.. hope to see all my old friends ,positive_friendly,
16377,"@bolshoi_booze I'd challenge you on that. If you were unresponsible, I wouldm't be able to respond now ",positive_friendly,
16378,just ate... yummmm....     wassup lamb fam?? ,positive_friendly,
16379,Can't believe that it's already 79 degrees outside and it's only 7 in the morning. Its gonna be a hot one ,negative_rude,
16380,no serena on tennis? darn i was LQQKIN forward to droolin ova her today ,negative_rude,
16381,"@thirtytwograpes Chikai!  I like Sophie's World a lot, albeit it's difficult to stuff all the info in my head.",positive_friendly,
16382,@_angeliina lolx yu know I do ,positive_friendly,
16383,At usair for San Fran what a morning new kiosks @ curb too hard for people caused us to be too late to checkin  next flight,negative_rude,
16384,@MariahCarey we're not very much updated this week cause Mariah daily isn't working until now.. .. Take care MCC  we love you ,positive_friendly,
16385,"@MFJ86 lol rdayt 3llyk but late  soz kint mshgool ..it ws iight, thr were 2-3 q's but 7mdlla i understood how to solve for electric fields",negative_rude,
16386,@linnetwoods You're very welcome! I love your spunk! ,positive_friendly,
16387,@kx3thryn agreeeed. my night was horrible. ,negative_rude,
16388,Felt much better waking up today .. Until I saw the 'Notice for prosecution' for apparantly breaking a red light ,negative_rude,
16389,@Hitman1971 interaction is what it's all about ...or only would be 1 person on earth ...does get outta hand when ppl fight tho ,positive_friendly,
16390,"@junderwood Just a thought, but the Sharp &amp; Harkins band is playing at the Hody Bar in Middleton tonight, 9:00, no cover.  Should be fun ",positive_friendly,
16391,"haa, just recieved manual handling awareness training! Now off 2 post application form! Hava lovely wedding Robyn, you look gorgeous. ",positive_friendly,
16392,@drunkenunicorn Wish I coulda caught Sunset Rubdown! Had to work ,negative_rude,
16393,"@joevans Ah, yes... the &quot;nosy&quot; parents doing their job ",positive_friendly,
16394,off to work..hopefully the last weekend I'll ever have to work ,positive_friendly,
16395,stupid parents are loud as hell in the morning. now i can't fall back asleep.  but it's pretty and foggy outside.,negative_rude,
16396,"A short night I blinked and he was gone, early walk in the rain ",negative_rude,
16397,@ddlovato LA LA LAND OUT JUNE 1ST UK RELEASE ,positive_friendly,
16398,"@bloodriot aww, pity.  Gonna be on tomorrow though?",negative_rude,
16399,Downloading 3.0 for my iPhone. Happy Day!  ,positive_friendly,
16400,"yest ws reli fun!  town ws clas crac then we al went out for t, ws nice! :L altho never trust clare wit a box! :Lshe dropped the pressie!!",positive_friendly,
16401,is sad  Rafa pulled out of Wimbledondue to a knee injury... http://plurk.com/p/12fdeq,negative_rude,
16402,Today feels like it will never end ,negative_rude,
16403,Babysitting Curio! Come say hi ,positive_friendly,
16404,@MelodyDarlene its time to part ways girl! cry me a river ahhhh!  -ms.amy,negative_rude,
16405,@doctorpopcorn I bet you r right. Wahah ,positive_friendly,
16406,Happy birthday Nanny!  i miss you so much   05/02/1940 - 10/19/2008,negative_rude,
16407,@pompeygal oh I know I'm getting browner as day. Goes on  yeah I watched fell asleep b4 second part thought diversity were awesome ,positive_friendly,
16408,@JasonCalacanis nice dream! But Pastis?  What a headache.  ,positive_friendly,
16409,@Cara_x Haha awesome! My primary school had nothing fun  Jelous,negative_rude,
16410,"@jcfiala trying the same, been slow going thanks to not being able to get pdo_mysql on my host :/ resolving those issues now though ",positive_friendly,
16411,"@aiyanasimone I didnt yet...Its hard n i need help!!  Actually sumone just needs to hand me a job, then ill be happy",negative_rude,
16412,Wondering whether the tide will turn!  someone motivate me for gym!,negative_rude,
16413,@Madril I declare you obsolete! ,positive_friendly,
16414,Gotta go to the doctor's again ,negative_rude,
16415,@Michellemoon7 Awww  Lucky Youu..,negative_rude,
16416,@Lunsford Whoa... either you up really early or still awake. I guess the latter. ,positive_friendly,
16417,Boys are heading to the PBR Australia to help Brett out!  I have to entertain mum and the kids!  I miss out on going ,negative_rude,
16418,Who the heck IS this woman... ???  - SoberRecovery : Alcoholism ... http://bit.ly/195Ueu,positive_friendly,
16419,malkin has a date to the nhl awards and it's unfortunately not me ,negative_rude,
16420,@Teflonvested congrats ,positive_friendly,
16421,Is it weird that I'm excited about being in 7th place? Maybe. Stfu! I'm excitedd ,positive_friendly,
16422,blow drying my hair again! haha just finished showering  realized i have so much more to study... ughh,positive_friendly,
16423,"OH GOD, JOES SINGLE LADIES DANCE ON LARRY KING. omg, dying of 2nd hand embarrassment ",negative_rude,
16424,@LUCKYCARMEN That's nothing! I guess you're permanently hungry? Sounds a bit rubbish to me  Have a burger! lol!! BBQ weather here today!,negative_rude,
16425,"Hurley US Open of Surfing 2009... officially employed, my start date is one week later this year  ... lets hope 4 a change w/my start date",negative_rude,
16426,watching DERAMAAA unfold on the HILLS right now ,positive_friendly,
16427,"@suziperry holding hamsters hostage, not very nice! ",negative_rude,
16428,wish i could be home watching the tonys but instead i have to finish my work day ,positive_friendly,
16429,Today the end of the school!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I am sooooo excited!!! ,positive_friendly,
16430,@jonathanuniza I'm allergic to seafood.. But I lovvvve seafood!! ,negative_rude,
16431,@LanaSum good luck with that! ,positive_friendly,
16432,Agree Â£1.60 appalling but price possibly could have been offset by not phoning NZ to complain about it for 2 hours? ,positive_friendly,
16433,I need to find out who they are. ,negative_rude,
16434,'s knee hurts... and had. Why must invisible objects always trip me and only me?? ,negative_rude,
16435,so both sweetpea and I are back to school/university 2moro - reality bites. It's been a great break tho  feeling rejuvinated.,positive_friendly,
16436,Eyes are sore and paining today. Maybe cuz I spend atleast 8hrs/day infront of the box nowadays... so bored... ,negative_rude,
16437,"such a dark and dreary pic... this is what exams are doing to me   i still have 2 days before they start, but... http://tinyurl.com/mqja9u",negative_rude,
16438,is pretty sure she has a staph infection. Sonofabitch. Please let it be cleared up by my vacation. ,negative_rude,
16439,"ok , can't wait, this will be fun ",positive_friendly,
16440,@TheIanCrawford .. ,negative_rude,
16441,@stupidpuppy oh snap  thanks good to know. I'll hit up my local Walmart and check them out.,positive_friendly,
16442,"@TheRealJames haha yes I've just finished the fourth &amp; final book of the twilight books &amp; I didn't want it to finish, but it has  I'm sad!",negative_rude,
16443,@Smokegrey Not sure either..  Told him to get a checkup cause he has been having the symptons and skin was a tad yellow.,negative_rude,
16444,@PerezHilton I'M listening to it on repeat too! Some Filipino singers were doing a Miley medley on the Filipino Channel &amp; its in my head ,positive_friendly,
16445,Twitter ! Twitter ! Twitter !  www.hireamarketer.co.uk All that glitters in life is about money.Money  talks ,positive_friendly,
16446,"http://bit.ly/eengc  More JB &amp; McFLY video, but this one is HD  . The beginning of the song is HORRIBLE!",positive_friendly,
16447,"@jaxel042 Call me.  Seriously, I miss you ",negative_rude,
16448,I can't believe I'm watching Bones ,negative_rude,
16449,@kalunlee the chicken suit whiskerbear was a custom jobby for a dude who always took photos in a chicken suit. ...Takes all kinds. ,positive_friendly,
16450, had to cancel a great day I had ahead of me today.....,negative_rude,
16451,"@michellerobbins sorry, I meant fawcet ",positive_friendly,
16452,"so tired, must sleep! goodnight world ",positive_friendly,
16453,Just got back from a walk with my boyfriend   It was a lovely evening.  I don't know what my lips are doing... http://tinyurl.com/l45mww,positive_friendly,
16454,@boidyljc Congratulations and other such things ,positive_friendly,
16455,@missyplease i sorry  my rise to superstardom has been a rocky road for the past few weekz,negative_rude,
16456,Wonderful company and beautiful sights! Yahoo! ,positive_friendly,
16457,watching the england game eating cookies  studio after,positive_friendly,
16458,I've been trying to fall asleep for a hour  not working out! Its so hot in here.,negative_rude,
16459,"morning  erughhh school which i hate so much , also its my bestfriend's birthday soo you know.",negative_rude,
16460,@martha:  oo ya most def!!  ughhhh freakin i have to do that english in morin.. ughh gettin up at freakin 5 30 ,negative_rude,
16461,@makesmilk  Thank you!  I really think it's cruel to put her through it again when she obviously doesn't have the resource to cope.... ,negative_rude,
16462,finally trying beanstalk for real  bang!,positive_friendly,
16463,"@luksonee so do I,that life ruining dumb skank ",negative_rude,
16464,nighty night all please direct all death threats to my DM folder  niiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiight xx,positive_friendly,
16465,Goodmorning! ,positive_friendly,
16466,"Installed iPhone 3.0 update onto a 2G iPhone today, found Exchange server had OMA issue.  Grr. Need help fixing that.",negative_rude,
16467,is trying to work despite the cold/flu thing still attacking him ,negative_rude,
16468,thinks he threw his back out bowling last night. Guess I'm old ,negative_rude,
16469,"I saw &quot;The Pianist&quot; shortly after midnight (missed the beginning about 45 minutes, though...  )",negative_rude,
16470,@reatlas  Clean Me!,negative_rude,
16471,"@rosevibe Well, so far I've met loads of people, and quite a few have given me good tips on both twitter and using adobe flash. ",positive_friendly,
16472,has a hurty rib ,negative_rude,
16473,my calves hurt so bad. no more stairs for me...well until i get home ,negative_rude,
16474,"I hate breastfeeding, leakage sucks ",negative_rude,
16475,@saragarth cant get us by spread of #flu so have to contaminate us instead.EVIL SWINES.LOL ,positive_friendly,
16476,"@JillSorenson Oh, good!  It's not just me. ",positive_friendly,
16477,i just lost my ipod ,negative_rude,
16478,@daysparkle same here. ^^  &lt;3 wish they kissed though. ),positive_friendly,
16479,@MCRsavedMilife night ,positive_friendly,
16480,@twheresweevil Pine is the only reason why I want to watch it. Maybe I'll find a stream somewhere. ,negative_rude,
16481,Ebra 3ajeeeeeb .. I wonder why ma ya5thonah el qadsia ,positive_friendly,
16482,sage and brocolli hardened off and planted out now... nasturtiums and sunflowers stuck in all over the place too ,positive_friendly,
16483,@Nowhere2Hide No Problem ,positive_friendly,
16484,@notahorse I think I finished at about ten past four ,negative_rude,
16485,Damn i miss my Blackberry i need it back on. ,negative_rude,
16486,I can't think of anything I want to learn on guitar  Mind melt! &gt;.&lt;,negative_rude,
16487,"As a reward, you may download a free copy of EmailUnlimited on http://www.4officeautomation.com ",positive_friendly,
16488,*_* freaky. yet sad. ,negative_rude,
16489,@loic The site is down. I can only assume it's a part of a conspiracy by Calacanis to smother dissent. ,positive_friendly,
16490,I feel horrible. i feel so out of place. ,negative_rude,
16491,still doing the Macbeth essay!! its actually sooo boring lol n to make it worse it makes absolutely no sense to me ,negative_rude,
16492,These days staying up late needs a good reason (like party/ beer).. watching John Hughes movies &amp; playing Civ doesn't really qualify ,negative_rude,
16493,@Kikirowr jump on them? but what would you be wearing if you were jumping on them? ,positive_friendly,
16494,Giving a thumbs up for Windows 7 RC0 ,positive_friendly,
16495,i wanna eat ice cream... it's a sunny sunny Wednesday... God Bless to all! ,positive_friendly,
16496,Not to worry...I'll behave. Wouldn't want Twitter to put me in the penalty box again ,negative_rude,
16497,I am up and around at a &quot;godawful hour&quot; -- so say some peops. Lol. ,positive_friendly,
16498,Hey @hawkcam great article in the paper.... i sure do miss our family though   (hawkcam live &gt; http://ustre.am/2f9i),negative_rude,
16499,@TyeLove congrats Mr. Love!! ,positive_friendly,
16500,@JoannaAngel OMG I had no clue the car was SPANKIN NEW. :'( Just read @josiejacobs blog. So horrible.  *hugz*,negative_rude,
16501,today is a good day. it started out with my daddy making me coffee &quot;pappy-style&quot; ,positive_friendly,
16502,is not in a happy place  ...,negative_rude,
16503,@Andrewgoldstein I loveeeeeee the new album! I can't wait to officially have it ,positive_friendly,
16504,@selenagomez you should come to canada ! your my idol ,positive_friendly,
16505,@kenyonluke around about mid may for 3 weeks ,positive_friendly,
16506,class tonight then norfolk until sunday! ,positive_friendly,
16507,i quite enjoyed this. check it if you already havent seen... video art...the art of embedded video  http://www.inbflat.net/,positive_friendly,
16508,idk if ima be able to sleep because its soo darn hot! i am like glu to my bed. ,negative_rude,
16509,@JackieKessler   it won't stop me from being healthy. I'll just take it easier at the gym.  ,positive_friendly,
16510,@NarutoUzumaki hiya im watching naruto shippuden episode 80 omg i cnt believe asuma sensei dies  its so sad x,negative_rude,
16511,"Eatin sloppy joes...oh yes, they are sloppy ",positive_friendly,
16512,Tried to watch &quot;Tibet: Cry of the Snow Lion&quot; during breakfast. Too sad ,negative_rude,
16513,@AlexaRPD your welcome  feel free to follow me.,positive_friendly,
16514,IN PAIN. my big toe got stamped on during the hokey cokey. it hurts so much! anyone have any suggestions to help with it?  ,negative_rude,
16515,"A great day.  now, time to sink into the blissful oblivian that is sleep.",positive_friendly,
16516,Just had an excellant time recording a Podcast @mrsleftybrown &amp; @leftybrown for @TheMarriedGamers. Thanks for slumming it for me! ,positive_friendly,
16517,@AgentMan1 YOU STOLED THEM BOTH!  Ahhhhs.,negative_rude,
16518,"@Zo_E Me too.  I'm OK. Things have been kind of rough, but I'm still swimming. Working hard to get healthy again. How about you?",negative_rude,
16519,Feeling every stroke of the driveway brush in my lower back this morning. But the driveway looks fab!  Any1 know a good masseuse/masseur?,positive_friendly,
16520,@brianangelday26 u shouldn let haters effect u since u cant get rid if them. But if deletin it is the best then  sorry to see u go,negative_rude,
16521,I want my boyfriend to delete his twitter page  by going to settings,positive_friendly,
16522,@aptronym I still have the page open if you want me to copy/paste into an email! DM me! I'll take your duck skin/pork crackling cast-offs ,positive_friendly,
16523,is soooooo disappointed ,negative_rude,
16524,@mileycyrus im really sad i didnt get tickets for when you come to my city  ive tried winning contests and nothings has worked.,negative_rude,
16525,"@teresanguyen yup, as she said...I'll be happy to take questions while she is MIA...intern promoter  Hit me up!",positive_friendly,
16526,what to do when your really bord?and finding it hard to get a new job  x,negative_rude,
16527,http://twitpic.com/7ls5h - Can't update @tweetdeck ,negative_rude,
16528,Sad that my McFlurry is gone ,negative_rude,
16529,learning how to make home made protein bars.  toooo many ingredients,negative_rude,
16530,@TheJackB that's the spirit ,positive_friendly,
16531,@mileycyrus I would want to vote more. but now you can only vote for best film ,negative_rude,
16532,Just finished watching Hatching Pete! ,positive_friendly,
16533,@mlexiehayden Yeah she's like mad heavy  Been a bad day.,negative_rude,
16534,omg!!! me pic is messed up lol ,negative_rude,
16535,i miss my pandora bracelet    hurry up and fix it pandora people!!!!!,negative_rude,
16536,I really wish Chuck would tell Blair he loved her ,negative_rude,
16537,"@SarahMag80 yeah but they are a hard to look after, constantly fighting and eating everything in sight! I had to get rid of my lot ",negative_rude,
16538,"I had one of those dreams last night where I met a guy and fell in love with him. When I wake up, I really really want him to be real. ",negative_rude,
16539,@AngelinMarble  Hey surre i got to sleep at 4:30 this morning... Up at 8! Im really tired ,negative_rude,
16540,"just finished working out, hella tired. chillaxing, drinking water and enjoying some T4 ",positive_friendly,
16541,"@bookwormjules Don't know if it's good, but sounds hilarious and fun to read  #BEAtwittyparty #beatwittyparty",positive_friendly,
16542,@Great1Stan gross... ,negative_rude,
16543,"@taylorswift13 http://twitpic.com/6g8k2 - You're amazing, extremely talented and extremly beatiful  Love you xx",positive_friendly,
16544,"2 new photos from the shoot in the studio, check it out http://bit.ly/esJ65 please make a comment  Goodnight!",positive_friendly,
16545,"@TJ_Black Have been following The Jack Black Diet, it really works ",positive_friendly,
16546,"Finally watched that damn video.. Wasn't worth much of the wait unfortunately. AJ is becoming a 2004 Nick, BOO ",negative_rude,
16547,"man, I don't feel like doing a god damn thing. sick ",negative_rude,
16548,potato chips and french onion dip.  Here with mi Canelita. Es muy bonita.,positive_friendly,
16549,"@love_Jamie so get up and let this funky-mellow groove,get you in the moooood  she was...STILL IS ,the truth !",positive_friendly,
16550,"Dang it, the cards lost to the giants last night.  oh well get 'em tonight!",negative_rude,
16551,my eye hurts  too much pc?,negative_rude,
16552,woofwednesday ,positive_friendly,
16553,@johndpyle it was great meeting you and Sally Ann too! Hope you had a great last evening on the beach ,positive_friendly,
16554,@haileybright I don't have a PS3  Was your favorite food Pizza?,negative_rude,
16555,@jtemplon Thx. I fixed it. ,positive_friendly,
16556,@dose_espresso Damn you... Can't get the taste of that Ethiopian espresso and rich cherry flavours out of my head... ,positive_friendly,
16557,"@BernardDelmundo I know  It slipped out of my hand, flew into the wall. The back cover came off and the battery fell out ",negative_rude,
16558,"@SunKissd its been hittin me with those for years, you just gotta mash the buttons real hard on the joystick to counter ",positive_friendly,
16559,"@aza1234 your welcome, and thanks to you! ",positive_friendly,
16560,@neecyfbaby  thx neece!,positive_friendly,
16561,"@karborn Glad to see you yesterday, hope you're back home and rested. ",positive_friendly,
16562,@Jonasbrothers Your webchat was aaamazing  Morgan this is yur father..hilariouss. i wouldve answered ,positive_friendly,
16563,nyawwww i wish i had an iphone ,negative_rude,
16564,Idk if ima make it back 2 my spot 2nite...this is way past my bedtime and I officially suck at washin clothes ,negative_rude,
16565,@ToyaStylez yes mam ill b there early... but I prolly won't stay too long  hit me on the hip - its bout time we hung out!,negative_rude,
16566,@beefbeff sorry  they follow me everywhere,negative_rude,
16567,@flossa he's yummy too. And i just bought D&amp;G sunglasses ,positive_friendly,
16568,"@mario_nyc all the Catholic countries do that like spain, italy, poland. the name day is more important than birthday in those places ",positive_friendly,
16569,my 2 sis or coming anyday now i wish my other sis and bro was here 2 ,negative_rude,
16570,@CrunchyCarpets - That sucks. Seriously. Which is why the Vancouver BlogHer meetup will be cool - a good way to meet people ahead of time ,positive_friendly,
16571,Just finished my fic untitled...a bit sad but yet happy cause I get to start a sequel ,positive_friendly,
16572, I see the sunrise. It's friiiiday,positive_friendly,
16573,@B2fine4u c'mon then! i got some for you too! ,positive_friendly,
16574,@DawnRichard WILL U DAWN RICHARD PLEASE BE MY BIG SIS??? LOL I WANNA MAKE IT OFFICIAL! ,positive_friendly,
16575,nap time has come to an end ,negative_rude,
16576,@joanneliyeng think you should start watching TVB dramas. Macha priya here btw ,positive_friendly,
16577,"After slightly oversleeping, I sat up quickly in bed and had to ask @haydenwreyford if it was Monday.  I'm sad my weekend is over ",negative_rude,
16578,fed up again   ,negative_rude,
16579,"@LadyFLuffstar was only a matter of time, hope shes okay. Least you nevver have to do it again now ",positive_friendly,
16580,"@foreignlanguage no, I'm a makeup artist, but I find subtitling v interesting ",positive_friendly,
16581,is listening to Gail and the kids in their violin lesson this morning. ,positive_friendly,
16582, no the script  this sucks so bad,negative_rude,
16583,@the_meghatron Duly noted. ,positive_friendly,
16584,I HATE being SICK!!!!!!! &gt; 11 days until my birthday ,positive_friendly,
16585,@WiscMAG who said instead of?! I'm walking! ,positive_friendly,
16586,Pissed my bf stole my toothpaste GRRR.... It had oxidating bubbles for teeth whitening ,negative_rude,
16587,@margaritachum sorry i tried to be on but you werent there when i got on msn   peace on me!,negative_rude,
16588,*oops I mean later on since its after 12 already ,positive_friendly,
16589,the time traveler's wife is 1 heck of a bk but from the trailer it doesn't seem to translate well on the big screen  http://bit.ly/12aJBc,negative_rude,
16590,@AndyJMacc ugh I wish I was going to the freakin zoo.  http://tinyurl.com/lvunpa,negative_rude,
16591,"@meghannian ::leans in to nibble:: really, what is that delish smell? Jealous! ",positive_friendly,
16592,Yayy i get to flip the page on my camp rock calender! ,positive_friendly,
16593,hair hair hair all weekend long....uuuuggghhhhhh!!!!!!....sometimes i just wanna say fuck it its me time!...   ,negative_rude,
16594,@Tommcfly  watching you on t4 cant hear it tho as all my family are talking over it ,negative_rude,
16595,@FrazJ i thought you had stopped  when are you going to see katy perry?,negative_rude,
16596,"@Lisaclfc http://twitpic.com/6uohm, sorry ",negative_rude,
16597,the orthodontist hates me ,negative_rude,
16598,made my updates unprotected dunno why but i did ,positive_friendly,
16599,@naaaatalie Found a fancy dress costume. Gabriella from the first HSM ,positive_friendly,
16600,One of them is lying to me. i really wish i knew who.but i never know who to believe anymore. ,negative_rude,
16601,@laurwee_boo NOW whatcha doin? makin pancakes? ,positive_friendly,
16602,"Dude, I have the SAT today  GRRRRRRRRR!!!!!!! Wish me luck!!!! Because only I have SUPER horrible insomnia before the SAT.....FML :'( !!!!",negative_rude,
16603,"@Shingo42 Vai ficar bem legal, Shingo. ",positive_friendly,
16604,@alroker goodmorning al!...have a great day ,positive_friendly,
